"","ID","Binomial","Nrec","Group","ROC","TSS","Sensitivity","Specificity","Cutoff","Method","Shape_Area"
"540",532,"Ingapilosula",24,"Trees","1 +/- 0.04","0.9 +/- 0.09","95.86 +/- 8.25","90.81 +/- 7.72","0.17 +/- 0.1","SDM",NA
"541",533,"Ingapunctata",10,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","95.5 +/- 6.18","0.31 +/- 0.13","SDM",NA
"542",534,"Ingarubiginosa",141,"Trees","0.9 +/- 0.03","0.7 +/- 0.06","86.22 +/- 7.94","82.11 +/- 9.31","0.1 +/- 0.08","SDM",NA
"543",535,"Ingasp",8,"Trees","0.9 +/- 0.14","0.9 +/- 0.16","100 +/- 0","87.5 +/- 17.31","0.25 +/- 0.11","Excluded",NA
"544",536,"Ingastipularis",59,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","90 +/- 6.71","89.57 +/- 7.3","0.17 +/- 0.12","SDM",NA
"545",537,"Ingathibaudiana",144,"Trees","0.9 +/- 0.02","0.7 +/- 0.05","85.34 +/- 6.69","83.63 +/- 5.32","0.09 +/- 0.03","SDM",NA
"546",538,"Ingaulei",10,"Trees","1 +/- 0.04","0.9 +/- 0.08","100 +/- 0","93.93 +/- 8.09","0.24 +/- 0.14","SDM",NA
"547",539,"Ingaumbellifera",15,"Trees","1 +/- 0.04","0.9 +/- 0.08","100 +/- 0","89.79 +/- 8.38","0.31 +/- 0.21","SDM",NA
"548",540,"Iodopleuraisabellae",3,"Birds",NA,NA,NA,NA,NA,"UPFls_10",367.284130766634
"549",541,"Iryantherajuruensis",23,"Trees","1 +/- 0.05","0.9 +/- 0.09","93.68 +/- 9.42","94.95 +/- 7.41","0.3 +/- 0.22","SDM",NA
"550",542,"Iryantheralancifolia",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"551",543,"Iryantherasagotiana",14,"Trees","1 +/- 0.05","0.9 +/- 0.09","100 +/- 0","90.06 +/- 9.3","0.2 +/- 0.18","SDM",NA
"552",544,"Ixoralongifolia",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"553",545,"Jacameropsaureus",24,"Birds","0.9 +/- 0.06","0.9 +/- 0.1","91.37 +/- 10","95.67 +/- 4.52","0.22 +/- 0.15","SDM",469.360217392548
"554",546,"Jacarandacopaia",129,"Trees","0.9 +/- 0.02","0.7 +/- 0.06","85.04 +/- 9.5","82.47 +/- 8.62","0.1 +/- 0.06","SDM",NA
"555",547,"Jacaratiaspinosa",39,"Trees","0.9 +/- 0.05","0.8 +/- 0.1","88.84 +/- 11.95","86.35 +/- 10.4","0.16 +/- 0.11","SDM",NA
"556",548,"Joannesiaheveoides",6,"Trees","1 +/- 0.06","0.9 +/- 0.09","100 +/- 0","93.83 +/- 8.88","0.22 +/- 0.07","SDM",NA
"557",549,"Kutchubaeainsignis",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"558",550,"Lacistemaaggregatum",38,"Trees","1 +/- 0.03","0.8 +/- 0.07","93.24 +/- 6.97","89.85 +/- 6.16","0.19 +/- 0.13","SDM",NA
"559",551,"Lacistemapolystachyum",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"560",552,"Lacistemapubescens",12,"Trees","0.9 +/- 0.07","0.9 +/- 0.09","100 +/- 0","87.37 +/- 9.19","0.29 +/- 0.2","SDM",NA
"561",553,"Lacmelleaaculeata",45,"Trees","0.9 +/- 0.04","0.8 +/- 0.09","92.16 +/- 8.57","89.59 +/- 7.34","0.16 +/- 0.07","SDM",NA
"562",554,"Lacmelleaarborescens",5,"Trees","1 +/- 0.05","1 +/- 0.06","100 +/- 0","96.54 +/- 5.62","0.4 +/- 0.23","UPFls_10",NA
"563",555,"Lacunariacrenata",22,"Trees","0.9 +/- 0.06","0.9 +/- 0.12","96.43 +/- 9.45","91.23 +/- 9.94","0.29 +/- 0.23","SDM",NA
"564",556,"Lacunariajenmanii",45,"Trees","0.9 +/- 0.04","0.8 +/- 0.05","87.46 +/- 10.24","91.33 +/- 7.92","0.19 +/- 0.16","SDM",NA
"565",557,"Laetiaprocera",69,"Trees","0.9 +/- 0.02","0.8 +/- 0.06","85.12 +/- 11.58","91.36 +/- 8.39","0.19 +/- 0.15","SDM",NA
"566",558,"Lamprospizamelanoleuca",48,"Birds","0.9 +/- 0.03","0.8 +/- 0.07","87.67 +/- 7.74","94.77 +/- 6.35","0.22 +/- 0.17","SDM",277.217285692691
"567",559,"Laniocerahypopyrra",8,"Birds","1 +/- 0.03","0.9 +/- 0.07","100 +/- 0","94.44 +/- 6.61","0.26 +/- 0.16","SDM",542.378892429962
"568",560,"Laniocristatus",22,"Birds","0.9 +/- 0.06","0.8 +/- 0.1","92.59 +/- 11.63","90.77 +/- 9.25","0.21 +/- 0.17","SDM",510.160801080833
"569",561,"Lanioluctuosus",24,"Birds","0.9 +/- 0.04","0.8 +/- 0.07","91.52 +/- 10.04","90.01 +/- 7.72","0.2 +/- 0.11","SDM",132.455533118427
"570",562,"Laniosurinamus",9,"Birds","1 +/- 0.02","1 +/- 0.04","100 +/- 0","97.16 +/- 3.71","0.3 +/- 0.13","UPFls_10",385.707816180922
"571",563,"Lanioversicolor",5,"Birds","1 +/- 0.04","1 +/- 0.05","100 +/- 0","97.59 +/- 5.06","0.27 +/- 0.09","UPFls_10",232.423259372994
"572",564,"Lecythiscorrugata",8,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","97.11 +/- 5.91","0.32 +/- 0.1","UPFls_10",NA
"573",565,"Lecythisholcogyne",22,"Trees","0.9 +/- 0.08","0.9 +/- 0.11","90.62 +/- 12.3","94.58 +/- 7.2","0.31 +/- 0.19","SDM",NA
"574",566,"Lecythisidatimon",121,"Trees","0.9 +/- 0.03","0.8 +/- 0.04","85.16 +/- 6.34","91.63 +/- 5.8","0.15 +/- 0.12","SDM",NA
"575",567,"Lecythislurida",99,"Trees","0.9 +/- 0.02","0.8 +/- 0.05","88.7 +/- 6.43","90.2 +/- 5.09","0.15 +/- 0.07","SDM",NA
"576",568,"Lecythispisonis",37,"Trees","1 +/- 0.03","0.9 +/- 0.08","96.57 +/- 6.23","88.69 +/- 7.65","0.17 +/- 0.1","SDM",NA
"577",569,"Legatusleucophaius",29,"Birds","0.9 +/- 0.04","0.8 +/- 0.04","89.39 +/- 8.41","85.89 +/- 7.19","0.15 +/- 0.13","SDM",900.263704968156
"578",570,"Leoniacymosa",7,"Trees","0.9 +/- 0.09","0.9 +/- 0.09","100 +/- 0","90.69 +/- 9.7","0.29 +/- 0.23","SDM",NA
"579",571,"Leoniaglycycarpa",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"580",572,"Lepidocolaptesalbolineatus",59,"Birds","0.9 +/- 0.04","0.7 +/- 0.08","87.07 +/- 10.35","85.97 +/- 10.75","0.14 +/- 0.08","SDM",100.893150357307
"581",573,"Lepidothrixiris",31,"Birds","1 +/- 0.04","0.9 +/- 0.08","93.81 +/- 8.17","94.85 +/- 6.39","0.18 +/- 0.13","SDM",39.8283426714201
"582",574,"Leptotilarufaxilla",49,"Birds","0.8 +/- 0.05","0.6 +/- 0.09","78.75 +/- 11.57","84.56 +/- 11.02","0.2 +/- 0.13","Excluded",971.784390641386
"583",575,"Leucopterniskuhli",10,"Birds","0.9 +/- 0.06","0.9 +/- 0.09","100 +/- 0","90.16 +/- 8.75","0.25 +/- 0.17","SDM",194.807316093323
"584",576,"Licaniaapetala",9,"Trees","1 +/- 0.04","0.9 +/- 0.08","100 +/- 0","93.95 +/- 8.19","0.27 +/- 0.14","SDM",NA
"585",577,"Licaniacanescens",67,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","83.69 +/- 6.41","95.81 +/- 4.38","0.23 +/- 0.11","SDM",NA
"586",578,"Licaniaegleri",13,"Trees","1 +/- 0.03","0.9 +/- 0.08","100 +/- 0","94.28 +/- 7.6","0.39 +/- 0.22","SDM",NA
"587",579,"Licaniaguianensis",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"588",580,"Licaniaheteromorpha",102,"Trees","0.9 +/- 0.02","0.8 +/- 0.05","85.45 +/- 6.77","92.98 +/- 6.91","0.21 +/- 0.22","SDM",NA
"589",581,"Licaniaheterophylla",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"590",582,"Licaniahirsuta",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"591",583,"Licaniaimpressa",5,"Trees","1 +/- 0.04","1 +/- 0.05","100 +/- 0","97.37 +/- 5.54","0.31 +/- 0.15","UPFls_10",NA
"592",584,"Licaniakunthiana",43,"Trees","0.9 +/- 0.03","0.8 +/- 0.05","83.87 +/- 6.31","95.45 +/- 5.75","0.25 +/- 0.14","SDM",NA
"593",585,"Licanialatifolia",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"594",586,"Licanialaxiflora",5,"Trees","1 +/- 0.03","1 +/- 0.05","100 +/- 0","97.8 +/- 5.27","0.29 +/- 0.05","UPFls_10",NA
"595",587,"Licanialicaniiflora",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"596",588,"Licaniamembranacea",17,"Trees","1 +/- 0.03","0.9 +/- 0.1","100 +/- 0","93.28 +/- 10.75","0.31 +/- 0.19","SDM",NA
"597",589,"Licaniaoblongifolia",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"598",590,"Licaniaoctandra",20,"Trees","0.9 +/- 0.05","0.9 +/- 0.11","87.5 +/- 12.73","97.68 +/- 4.71","0.36 +/- 0.21","SDM",NA
"599",591,"Licaniasp",2,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"600",592,"Licariabrasiliensis",28,"Trees","0.9 +/- 0.04","0.8 +/- 0.08","87.5 +/- 7.35","92.97 +/- 7.17","0.24 +/- 0.18","SDM",NA
"601",593,"Licariachrysophylla",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"602",594,"Licariacrassifolia",5,"Trees","1 +/- 0.05","1 +/- 0.06","100 +/- 0","96.03 +/- 6.47","0.27 +/- 0.08","UPFls_10",NA
"603",595,"Licariaguianensis",13,"Trees","1 +/- 0.03","0.9 +/- 0.08","100 +/- 0","93.22 +/- 8.02","0.22 +/- 0.14","SDM",NA
"604",596,"Lindackerialatifolia",17,"Trees","1 +/- 0.03","0.9 +/- 0.07","100 +/- 0","93.54 +/- 6.95","0.25 +/- 0.12","SDM",NA
"605",597,"Lindackeriapaludosa",11,"Trees","0.9 +/- 0.04","0.9 +/- 0.07","100 +/- 0","90.81 +/- 7.01","0.28 +/- 0.19","SDM",NA
"606",598,"Lindackeriaparaensis",37,"Trees","0.9 +/- 0.05","0.8 +/- 0.09","96.22 +/- 7.3","88.23 +/- 8.09","0.17 +/- 0.11","SDM",NA
"607",599,"Lipaugusvociferans",101,"Birds","1 +/- 0.03","0.9 +/- 0.06","90.91 +/- 6.39","92.62 +/- 13.73","0.24 +/- 0.24","SDM",578.766138676057
"608",600,"Lophostrixcristata",4,"Birds",NA,NA,NA,NA,NA,"UPFls_10",412.269490317104
"609",601,"Lophotriccusgaleatus",154,"Birds","0.9 +/- 0.01","0.7 +/- 0.04","89.71 +/- 4.52","84.82 +/- 5.24","0.09 +/- 0.03","SDM",234.906695798639
"610",602,"Lueheagrandiflora",19,"Trees","0.9 +/- 0.03","0.9 +/- 0.07","99.19 +/- 4.49","88.15 +/- 6.42","0.17 +/- 0.1","SDM",NA
"611",603,"Lueheopsisduckeana",17,"Trees","0.9 +/- 0.05","0.9 +/- 0.09","100 +/- 0","88.73 +/- 8.92","0.3 +/- 0.19","SDM",NA
"612",604,"Lurocalissemitorquatus",47,"Birds","1 +/- 0.04","0.9 +/- 0.08","92.67 +/- 8.28","96.85 +/- 3.3","0.18 +/- 0.11","SDM",743.317344308326
"613",605,"Mabeaangustifolia",11,"Trees","1 +/- 0.07","0.9 +/- 0.12","100 +/- 0","90.56 +/- 11.57","0.33 +/- 0.24","SDM",NA
"614",606,"Mabeapiriri",22,"Trees","0.9 +/- 0.07","0.8 +/- 0.12","98.33 +/- 6.45","85.45 +/- 12.59","0.27 +/- 0.28","SDM",NA
"615",607,"Mabeasp",3,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"616",608,"Mabeaspeciosa",40,"Trees","0.9 +/- 0.04","0.8 +/- 0.06","87.05 +/- 8.66","94.09 +/- 6.09","0.18 +/- 0.09","SDM",NA
"617",609,"Machaeriumaureiflorum",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"618",610,"Machaeriuminundatum",8,"Trees","1 +/- 0.05","1 +/- 0.07","100 +/- 0","95.35 +/- 6.53","0.27 +/- 0.17","UPFls_10",NA
"619",611,"Machaeriumlatifolium",59,"Trees","0.8 +/- 0.04","0.6 +/- 0.07","83.91 +/- 10.43","76.21 +/- 10.87","0.13 +/- 0.09","Excluded",NA
"620",612,"Machaeriumquinata",48,"Trees","0.9 +/- 0.03","0.7 +/- 0.07","93.68 +/- 6.84","77.43 +/- 8.23","0.11 +/- 0.07","SDM",NA
"621",613,"Machaeriumsp",8,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","95.1 +/- 6.07","0.27 +/- 0.13","Excluded",NA
"622",614,"Macrolobiumangustifolium",36,"Trees","0.9 +/- 0.04","0.8 +/- 0.1","92.26 +/- 8.4","90.02 +/- 7.61","0.19 +/- 0.12","SDM",NA
"623",615,"Macrolobiumbrevense",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"624",616,"Macrolobiumcampestre",19,"Trees","1 +/- 0.04","0.9 +/- 0.1","97.58 +/- 7.51","91.51 +/- 8.9","0.25 +/- 0.22","SDM",NA
"625",617,"Macrolobiummicrocalyx",9,"Trees","1 +/- 0.05","0.9 +/- 0.09","100 +/- 0","90.99 +/- 8.56","0.25 +/- 0.2","SDM",NA
"626",618,"Malacoptilarufa",28,"Birds","0.9 +/- 0.04","0.8 +/- 0.08","93.01 +/- 8.36","91.26 +/- 5.68","0.17 +/- 0.15","SDM",213.363111523168
"627",619,"Mandevillahirsuta",12,"Trees","0.9 +/- 0.06","0.9 +/- 0.1","100 +/- 0","85.1 +/- 10.05","0.28 +/- 0.18","SDM",NA
"628",620,"Manilkarabidentata",46,"Trees","1 +/- 0.03","0.9 +/- 0.07","95.24 +/- 6.76","89.53 +/- 7.45","0.15 +/- 0.12","SDM",NA
"629",621,"Manilkaracavalcantei",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"630",622,"Manilkarahuberi",78,"Trees","1 +/- 0.04","0.8 +/- 0.07","88.59 +/- 8.83","95.84 +/- 4.5","0.18 +/- 0.12","SDM",NA
"631",623,"Manilkaraparaensis",23,"Trees","1 +/- 0.04","0.9 +/- 0.09","93.33 +/- 9.55","97.01 +/- 5.55","0.32 +/- 0.18","SDM",NA
"632",624,"Mappiasp",5,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","96.73 +/- 5.5","0.29 +/- 0.07","Excluded",NA
"633",625,"Mappiasp1",8,"Trees","1 +/- 0.02","1 +/- 0.05","100 +/- 0","97.63 +/- 5.34","0.32 +/- 0.11","Excluded",NA
"634",626,"Maprouneaguianensis",20,"Trees","0.9 +/- 0.03","0.8 +/- 0.07","97.92 +/- 7.06","85.52 +/- 7.69","0.25 +/- 0.14","SDM",NA
"635",627,"Maquiracoriacea",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"636",628,"Maquiraguianensis",44,"Trees","0.9 +/- 0.02","0.8 +/- 0.03","95.24 +/- 5.63","80.29 +/- 7.33","0.1 +/- 0.07","SDM",NA
"637",629,"Maquirasclerophylla",24,"Trees","0.9 +/- 0.05","0.8 +/- 0.09","86.09 +/- 9.41","93.99 +/- 4.95","0.2 +/- 0.16","SDM",NA
"638",630,"Margaritarianobilis",27,"Trees","0.9 +/- 0.04","0.8 +/- 0.08","90.32 +/- 10.16","93.19 +/- 8.16","0.31 +/- 0.2","SDM",NA
"639",631,"Margaritopsispodocephala",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"640",632,"Maripaglabra",3,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"641",633,"Maripasp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"642",634,"Marliereaumbraticola",23,"Trees","0.9 +/- 0.05","0.9 +/- 0.09","90.5 +/- 10.11","95 +/- 6.72","0.31 +/- 0.26","SDM",NA
"643",635,"Mataybaguianensis",5,"Trees","1 +/- 0.07","1 +/- 0.08","100 +/- 0","95.14 +/- 7.68","0.4 +/- 0.19","UPFls_10",NA
"644",636,"Mataybamacrostylis",11,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","97.22 +/- 5.88","0.36 +/- 0.12","SDM",NA
"645",637,"Mataybapurgans",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"646",638,"Mataybasp",2,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"647",639,"Maytenusguianensis",8,"Trees","1 +/- 0.04","1 +/- 0.06","100 +/- 0","95.05 +/- 6.05","0.23 +/- 0.09","UPFls_10",NA
"648",640,"Maytenusmyrsinoides",32,"Trees","0.9 +/- 0.05","0.7 +/- 0.09","88.24 +/- 13.93","85.11 +/- 12.51","0.17 +/- 0.13","Excluded",NA
"649",641,"Megarynchuspitangua",38,"Birds","0.8 +/- 0.04","0.7 +/- 0.05","89.42 +/- 8.61","76.41 +/- 8.98","0.21 +/- 0.17","Excluded",1102.12480799805
"650",642,"Megascopsusta",12,"Birds","1 +/- 0.03","1 +/- 0.06","100 +/- 0","96.83 +/- 5.95","0.29 +/- 0.15","SDM",517.253405986169
"651",643,"Melanerpescruentatus",37,"Birds","0.9 +/- 0.04","0.8 +/- 0.05","88.78 +/- 9.99","90.41 +/- 8.78","0.26 +/- 0.24","SDM",592.954523463751
"652",644,"Melicoccuspedicellaris",27,"Trees","0.9 +/- 0.06","0.8 +/- 0.07","86.43 +/- 9.51","95.14 +/- 8.46","0.36 +/- 0.22","SDM",NA
"653",645,"Mendonciahoffmannseggiana",12,"Trees","1 +/- 0.05","0.9 +/- 0.09","100 +/- 0","91.02 +/- 9.23","0.21 +/- 0.11","SDM",NA
"654",646,"Meziaangelica",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"655",647,"Meziamariposa",6,"Trees","1 +/- 0.07","0.9 +/- 0.09","100 +/- 0","92.3 +/- 8.93","0.25 +/- 0.11","SDM",NA
"656",648,"Mezilaurusdecurrens",4,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"657",649,"Mezilaurusduckei",10,"Trees","1 +/- 0.04","0.9 +/- 0.08","100 +/- 0","93.16 +/- 7.95","0.27 +/- 0.15","SDM",NA
"658",650,"Mezilaurusitauba",19,"Trees","0.9 +/- 0.05","0.8 +/- 0.1","91.07 +/- 12.2","92.11 +/- 9.03","0.24 +/- 0.2","SDM",NA
"659",651,"Mezilaurussp",5,"Trees","1 +/- 0.05","0.9 +/- 0.07","100 +/- 0","94.17 +/- 7.1","0.3 +/- 0.09","Excluded",NA
"660",652,"Miconiaaffinis",47,"Trees","0.9 +/- 0.05","0.8 +/- 0.09","88.89 +/- 9.99","95.61 +/- 4.82","0.22 +/- 0.13","SDM",NA
"661",653,"Miconiachrysophylla",13,"Trees","1 +/- 0.03","0.9 +/- 0.08","100 +/- 0","92.31 +/- 8.34","0.23 +/- 0.14","SDM",NA
"662",654,"Miconiaegensis",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"663",655,"Miconiagratissima",5,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","96.54 +/- 5.9","0.32 +/- 0.09","UPFls_10",NA
"664",656,"Miconiaholosericea",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"665",657,"Miconiaminutiflora",22,"Trees","0.9 +/- 0.04","0.8 +/- 0.08","91.67 +/- 11.99","85.98 +/- 11.15","0.21 +/- 0.17","SDM",NA
"666",658,"Miconiamirabilis",7,"Trees","1 +/- 0.04","1 +/- 0.08","100 +/- 0","95.16 +/- 7.9","0.32 +/- 0.08","UPFls_10",NA
"667",659,"Miconianervosa",2,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"668",660,"Miconiapaniculata",6,"Trees","0.9 +/- 0.08","0.9 +/- 0.09","100 +/- 0","90.76 +/- 8.88","0.21 +/- 0.08","SDM",NA
"669",661,"Miconiaphanerostila",5,"Trees","0.9 +/- 0.06","0.9 +/- 0.09","100 +/- 0","91.57 +/- 9.25","0.23 +/- 0.14","SDM",NA
"670",662,"Miconiapoeppigii",12,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","95.71 +/- 5.64","0.33 +/- 0.15","SDM",NA
"671",663,"Miconiapunctata",8,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","96.09 +/- 5.89","0.35 +/- 0.16","UPFls_10",NA
"672",664,"Miconiapyrifolia",11,"Trees","1 +/- 0.04","0.9 +/- 0.08","100 +/- 0","90.24 +/- 8.62","0.32 +/- 0.27","SDM",NA
"673",665,"Miconiaruficalyx",19,"Trees","1 +/- 0.02","1 +/- 0.04","100 +/- 0","95.02 +/- 4.24","0.24 +/- 0.09","SDM",NA
"674",666,"Micrasturmintoni",28,"Birds","0.9 +/- 0.04","0.9 +/- 0.08","89.8 +/- 8.2","96.39 +/- 5.32","0.29 +/- 0.19","SDM",154.534869038052
"675",667,"Micrasturmirandollei",2,"Birds",NA,NA,NA,NA,NA,"UPFls_10",430.337530485256
"676",668,"Micrasturruficollis",33,"Birds","0.9 +/- 0.04","0.8 +/- 0.07","88.31 +/- 9.49","93.15 +/- 7.4","0.19 +/- 0.13","SDM",1038.20159375939
"677",669,"Micrastursemitorquatus",4,"Birds",NA,NA,NA,NA,NA,"UPFls_10",1002.54715691852
"678",670,"Microcerculusmarginatus",26,"Birds","1 +/- 0.05","0.9 +/- 0.1","93.6 +/- 9.42","95.58 +/- 5.2","0.22 +/- 0.15","SDM",357.624471040413
"679",671,"Micropholisacutangula",9,"Trees","1 +/- 0.03","0.9 +/- 0.07","100 +/- 0","94.8 +/- 7.31","0.17 +/- 0.1","SDM",NA
"680",672,"Micropholisegensis",15,"Trees","1 +/- 0.03","1 +/- 0.07","100 +/- 0","95.94 +/- 6.96","0.29 +/- 0.14","SDM",NA
"681",673,"Micropholisguyanensis",63,"Trees","0.9 +/- 0.05","0.7 +/- 0.08","84.42 +/- 11.09","89.83 +/- 6.87","0.15 +/- 0.07","SDM",NA
"682",674,"Micropholismelinoniana",17,"Trees","1 +/- 0.05","0.9 +/- 0.1","100 +/- 0","91.97 +/- 10.41","0.22 +/- 0.13","SDM",NA
"683",675,"Micropholisvenulosa",33,"Trees","0.9 +/- 0.04","0.8 +/- 0.1","88.98 +/- 9.85","95.78 +/- 6.3","0.22 +/- 0.16","SDM",NA
"684",676,"Microrhopiasquixensis",6,"Birds","1 +/- 0.05","1 +/- 0.07","100 +/- 0","95.52 +/- 7","0.3 +/- 0.09","UPFls_10",292.896909081123
"685",677,"Minquartiaguianensis",39,"Trees","1 +/- 0.04","0.9 +/- 0.09","94.36 +/- 8.03","97.59 +/- 3.67","0.3 +/- 0.18","SDM",NA
"686",678,"Mionectesmacconnelli",14,"Birds","1 +/- 0.03","0.9 +/- 0.09","100 +/- 0","88.48 +/- 9.42","0.2 +/- 0.17","SDM",211.403147822
"687",679,"Momotusmomota",77,"Birds","0.9 +/- 0.04","0.7 +/- 0.07","88.6 +/- 10.36","80.05 +/- 9.65","0.11 +/- 0.06","SDM",666.749375160471
"688",680,"Monasamorphoeus",68,"Birds","0.9 +/- 0.04","0.8 +/- 0.06","88.02 +/- 8.33","93.17 +/- 7.68","0.23 +/- 0.2","SDM",427.582340207029
"689",681,"Mortamorta",222,"Trees","0.9 +/- 0.03","0.6 +/- 0.04","77.01 +/- 9.93","80.75 +/- 9.49","0.11 +/- 0.1","Excluded",NA
"690",682,"Mouriribrachyanthera",8,"Trees","1 +/- 0.03","1 +/- 0.06","100 +/- 0","96.51 +/- 5.99","0.32 +/- 0.11","UPFls_10",NA
"691",683,"Mouriricollocarpa",13,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","100 +/- 0","82.97 +/- 6.23","0.1 +/- 0.07","SDM",NA
"692",684,"Mouririduckeana",8,"Trees","1 +/- 0.04","0.9 +/- 0.07","100 +/- 0","94.15 +/- 7.9","0.4 +/- 0.28","SDM",NA
"693",685,"Mouririnervosa",6,"Trees","1 +/- 0.06","0.9 +/- 0.08","100 +/- 0","94.68 +/- 8.01","0.36 +/- 0.22","SDM",NA
"694",686,"Mouririnigra",5,"Trees","1 +/- 0.05","0.9 +/- 0.08","100 +/- 0","93.91 +/- 8.29","0.32 +/- 0.12","SDM",NA
"695",687,"Mouririsagotiana",5,"Trees","1 +/- 0.03","1 +/- 0.05","100 +/- 0","98.04 +/- 5.19","0.33 +/- 0.09","UPFls_10",NA
"696",688,"Mouririsp",1,"Trees",NA,NA,NA,NA,NA,"Excluded",NA
"697",689,"Moutabeaguianensis",35,"Trees","0.9 +/- 0.04","0.8 +/- 0.08","89.88 +/- 8.92","91.55 +/- 6.03","0.16 +/- 0.18","SDM",NA
"698",690,"Myiarchusferox",48,"Birds",NA,NA,NA,NA,NA,"UPFls_10",984.383277419322
"699",691,"Myiarchustuberculifer",54,"Birds","0.9 +/- 0.01","0.7 +/- 0.02","90.91 +/- 6.43","82.24 +/- 6.22","0.11 +/- 0.07","SDM",850.429241035448
"700",692,"Myiobiusbarbatus",9,"Birds","0.9 +/- 0.07","0.9 +/- 0.09","100 +/- 0","87.84 +/- 17.38","0.29 +/- 0.21","SDM",510.495328832178
"701",693,"Myiopagiscaniceps",16,"Birds","1 +/- 0.03","0.9 +/- 0.09","100 +/- 0","92.97 +/- 9.11","0.29 +/- 0.22","SDM",485.981816922544
"702",694,"Myiopagisgaimardii",131,"Birds","0.9 +/- 0.03","0.7 +/- 0.04","80.77 +/- 7.88","85.32 +/- 5.85","0.11 +/- 0.05","SDM",713.235697999116
"703",695,"Myiornisecaudatus",71,"Birds","1 +/- 0.03","0.8 +/- 0.06","91.38 +/- 6.98","91.39 +/- 6.43","0.12 +/- 0.07","SDM",526.89003175417
"704",696,"Myiozetetesluteiventris",5,"Birds","0.9 +/- 0.06","0.9 +/- 0.08","100 +/- 0","92.82 +/- 7.93","0.27 +/- 0.13","SDM",323.328881363829
"705",697,"Myrciaatramentifera",14,"Trees","0.9 +/- 0.05","0.9 +/- 0.1","100 +/- 0","88.62 +/- 9.75","0.29 +/- 0.21","SDM",NA
"706",698,"Myrciabracteata",36,"Trees","0.9 +/- 0.02","0.8 +/- 0.06","94.51 +/- 8.16","83.35 +/- 8.45","0.2 +/- 0.13","SDM",NA
"707",699,"Myrciafenestrata",6,"Trees","0.9 +/- 0.08","0.9 +/- 0.08","100 +/- 0","92.59 +/- 8.4","0.33 +/- 0.24","SDM",NA
"708",700,"Myrciamultiflora",25,"Trees","0.9 +/- 0.06","0.8 +/- 0.1","87.73 +/- 9.85","95.91 +/- 4.94","0.25 +/- 0.17","SDM",NA
"709",701,"Myrciapaivae",1,"Trees",NA,NA,NA,NA,NA,"UPFls_10",NA
"710",702,"Myrciariafloribunda",35,"Trees","0.9 +/- 0.03","0.8 +/- 0.06","95.49 +/- 6.82","84.12 +/- 8.83","0.13 +/- 0.08","SDM",NA
"711",703,"Myrciariatenella",21,"Trees","0.9 +/- 0.05","0.8 +/- 0.09","87.9 +/- 12.7","92.63 +/- 9.65","0.33 +/- 0.26","SDM",NA
